,city,address,area,floor,name,price,province,rooms,toward,unit,year,origin_url
1545,芜湖,政务文化中心-阳翰路与鸠江北路交汇处(二十八中北侧),142㎡,中层（共8层）,信达翡丽世家,196万,安徽,4室2厅,南北向,13803元/㎡,2018年建,https://wuhu.esf.fang.com/chushou/3_176029662.htm
1546,芜湖,银泰城-伟星长江之歌长江南路99号,97.8㎡,高层（共34层）,伟星长江之歌,157万,安徽,2室2厅,南向,16053元/㎡,2016年建,https://wuhu.esf.fang.com/chushou/3_175949286.htm
1547,芜湖,银泰城-伟星长江之歌长江南路99号,97.8㎡,高层（共34层）,伟星长江之歌,157万,安徽,2室2厅,南向,16053元/㎡,2016年建,https://wuhu.esf.fang.com/chushou/3_175949286.htm
1548,芜湖,政务文化中心-中江大道与赤铸山路交汇处,77.61㎡,高层（共5层）,东方红郡,108万,安徽,2室2厅,南北向,13916元/㎡,,https://wuhu.esf.fang.com/chushou/3_173901779.htm
1549,芜湖,政务文化中心-中江大道与赤铸山路交汇处,77.61㎡,高层（共5层）,东方红郡,108万,安徽,2室2厅,南北向,13916元/㎡,,https://wuhu.esf.fang.com/chushou/3_173901779.htm
1550,芜湖,政务文化中心-万科城南区安徽省芜湖市鸠江区涌金路南,88㎡,低层（共17层）,万科城南区,130万,安徽,3室2厅,南北向,14773元/㎡,2013年建,https://wuhu.esf.fang.com/chushou/3_175019480.htm
1551,芜湖,政务文化中心-万科城南区安徽省芜湖市鸠江区涌金路南,88㎡,低层（共17层）,万科城南区,130万,安徽,3室2厅,南北向,14773元/㎡,2013年建,https://wuhu.esf.fang.com/chushou/3_175019480.htm
1552,芜湖,大学城-蓝湾半岛芜湖市弋江区文津东路,121㎡,高层（共18层）,蓝湾半岛,92万,安徽,3室2厅,南向,7603元/㎡,2015年建,https://wuhu.esf.fang.com/chushou/3_176057108.htm
1553,芜湖,大学城-蓝湾半岛芜湖市弋江区文津东路,121㎡,高层（共18层）,蓝湾半岛,92万,安徽,3室2厅,南向,7603元/㎡,2015年建,https://wuhu.esf.fang.com/chushou/3_176057108.htm
1554,芜湖,大学城-蓝湾半岛芜湖市弋江区文津东路,80㎡,高层（共24层）,蓝湾半岛,61万,安徽,2室2厅,南北向,7625元/㎡,2014年建,https://wuhu.esf.fang.com/chushou/3_176057089.htm
1555,芜湖,大学城-蓝湾半岛芜湖市弋江区文津东路,80㎡,高层（共24层）,蓝湾半岛,61万,安徽,2室2厅,南北向,7625元/㎡,2014年建,https://wuhu.esf.fang.com/chushou/3_176057089.htm
1556,芜湖,奥林匹克公园-奥韵康城区利民东路418号,89.31㎡,中层（共6层）,奥韵康城,117万,安徽,3室2厅,南北向,13100元/㎡,2000年建,https://wuhu.esf.fang.com/chushou/3_176063056.htm
1557,芜湖,奥林匹克公园-奥韵康城区利民东路418号,89.31㎡,中层（共6层）,奥韵康城,117万,安徽,3室2厅,南北向,13100元/㎡,2000年建,https://wuhu.esf.fang.com/chushou/3_176063056.htm
1558,芜湖,大学城-安徽省芜湖市弋江区汇成名郡小区南门对面,59㎡,低层（共28层）,柏庄时代金座,39万,安徽,1室1厅,南向,6610元/㎡,,https://wuhu.esf.fang.com/chushou/3_176037181.htm
1559,芜湖,大学城-安徽省芜湖市弋江区汇成名郡小区南门对面,59㎡,低层（共28层）,柏庄时代金座,39万,安徽,1室1厅,南向,6610元/㎡,,https://wuhu.esf.fang.com/chushou/3_176037181.htm
1560,芜湖,银泰城-区滨江大道与利民路交汇处,142㎡,低层（共28层）,华仑港湾,202万,安徽,3室2厅,南北向,14225元/㎡,2012年建,https://wuhu.esf.fang.com/chushou/3_172995896.htm
1561,芜湖,银泰城-区滨江大道与利民路交汇处,142㎡,低层（共28层）,华仑港湾,202万,安徽,3室2厅,南北向,14225元/㎡,2012年建,https://wuhu.esf.fang.com/chushou/3_172995896.htm
1562,芜湖,新时代商业街-安徽省芜湖市弋江区中山南路,115.6㎡,中层（共26层）,儒林西苑,126万,安徽,3室2厅,东南向,10900元/㎡,1993年建,https://wuhu.esf.fang.com/chushou/3_175031744.htm
1563,芜湖,新时代商业街-安徽省芜湖市弋江区中山南路,115.6㎡,中层（共26层）,儒林西苑,126万,安徽,3室2厅,东南向,10900元/㎡,1993年建,https://wuhu.esf.fang.com/chushou/3_175031744.htm
1564,芜湖,大学城-九华南路东侧(国际会展中心对面),33㎡,中层（共23层）,汇成名郡,36万,安徽,1室1厅,北向,10909元/㎡,,https://wuhu.esf.fang.com/chushou/3_175963419.htm
1565,芜湖,大学城-九华南路东侧(国际会展中心对面),33㎡,中层（共23层）,汇成名郡,36万,安徽,1室1厅,北向,10909元/㎡,,https://wuhu.esf.fang.com/chushou/3_175963419.htm
1566,芜湖,政务文化中心-区鸠江北路与赤铸山路交汇处东北方向,114㎡,中层（共8层）,恒大华府,78万,安徽,3室2厅,南北向,6842元/㎡,2013年建,https://wuhu.esf.fang.com/chushou/3_173903646.htm
1567,芜湖,政务文化中心-区鸠江北路与赤铸山路交汇处东北方向,114㎡,中层（共8层）,恒大华府,78万,安徽,3室2厅,南北向,6842元/㎡,2013年建,https://wuhu.esf.fang.com/chushou/3_173903646.htm
1568,双鸭山,宝清县,90㎡,低层（共6层）,金星,80万,黑龙江,3室1厅,东西向,8889元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201222.htm
1569,双鸭山,宝清县,90㎡,低层（共6层）,金星,80万,黑龙江,3室1厅,东西向,8889元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201222.htm
1570,双鸭山,尖山区,78㎡,中层（共7层）,黑土地花园小区,23万,黑龙江,2室1厅,南北向,2949元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201223.htm
1571,双鸭山,尖山区,78㎡,中层（共7层）,黑土地花园小区,23万,黑龙江,2室1厅,南北向,2949元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201223.htm
1572,双鸭山,宝清县,65㎡,中层（共11层）,锦绣新城高层,26万,黑龙江,2室1厅,南北向,4000元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201225.htm
1573,双鸭山,宝清县,65㎡,中层（共11层）,锦绣新城高层,26万,黑龙江,2室1厅,南北向,4000元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201225.htm
1574,双鸭山,饶河县-饶河县振兴路,78.47㎡,高层（共7层）,绿洲小区,24万,黑龙江,2室1厅,南北向,3058元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201224.htm
1575,双鸭山,饶河县-饶河县振兴路,78.47㎡,高层（共7层）,绿洲小区,24万,黑龙江,2室1厅,南北向,3058元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201224.htm
1576,双鸭山,,78㎡,中层（共7层）,尖山区二马路黑土地花小区,23万,黑龙江,2室1厅,南北向,2949元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201226.htm
1577,双鸭山,,78㎡,中层（共7层）,尖山区二马路黑土地花小区,23万,黑龙江,2室1厅,南北向,2949元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201226.htm
1578,双鸭山,集贤县,84㎡,高层（共6层）,万豪世嘉,19万,黑龙江,2室1厅,南北向,2262元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201227.htm
1579,双鸭山,集贤县,84㎡,高层（共6层）,万豪世嘉,19万,黑龙江,2室1厅,南北向,2262元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201227.htm
1580,双鸭山,尖山区,71.5㎡,高层（共7层）,南市区,13万,黑龙江,2室1厅,南向,1818元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201228.htm
1581,双鸭山,尖山区,71.5㎡,高层（共7层）,南市区,13万,黑龙江,2室1厅,南向,1818元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201228.htm
1582,双鸭山,尖山区,53㎡,低层（共4层）,东平行路二马路口,11万,黑龙江,2室1厅,南向,2075元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201231.htm
1583,双鸭山,尖山区,53㎡,低层（共4层）,东平行路二马路口,11万,黑龙江,2室1厅,南向,2075元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201231.htm
1584,双鸭山,尖山区,63㎡,高层（共7层）,华兴小区,13万,黑龙江,2室1厅,南北向,2063元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201230.htm
1585,双鸭山,尖山区,63㎡,高层（共7层）,华兴小区,13万,黑龙江,2室1厅,南北向,2063元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201230.htm
1586,双鸭山,尖山区,68㎡,高层（共7层）,盛泰家园 (五马路逸夫小学附近),18万,黑龙江,2室1厅,南向,2647元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201229.htm
1587,双鸭山,尖山区,68㎡,高层（共7层）,盛泰家园 (五马路逸夫小学附近),18万,黑龙江,2室1厅,南向,2647元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201229.htm
1588,双鸭山,尖山区,50㎡,高层（共7层）,长虹小区,6万,黑龙江,1室1厅,南北向,1200元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201232.htm
1589,双鸭山,尖山区,50㎡,高层（共7层）,长虹小区,6万,黑龙江,1室1厅,南北向,1200元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201232.htm
1590,双鸭山,尖山区,50㎡,高层（共7层）,长虹,6万,黑龙江,1室1厅,南北向,1200元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201233.htm
1591,双鸭山,尖山区,50㎡,高层（共7层）,长虹,6万,黑龙江,1室1厅,南北向,1200元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201233.htm
1592,双鸭山,集贤县,53㎡,高层（共7层）,向福家园,9万,黑龙江,2室1厅,北向,1698元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201234.htm
1593,双鸭山,集贤县,53㎡,高层（共7层）,向福家园,9万,黑龙江,2室1厅,北向,1698元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201234.htm
1594,双鸭山,尖山区,59.9㎡,高层（共8层）,东二马路吉星小区运输处楼,6万,黑龙江,2室1厅,南北向,1002元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201235.htm
1595,双鸭山,尖山区,59.9㎡,高层（共8层）,东二马路吉星小区运输处楼,6万,黑龙江,2室1厅,南北向,1002元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201235.htm
1596,双鸭山,尖山区,60㎡,高层（共1层）,六号线,6万,黑龙江,2室1厅,南向,1000元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201236.htm
1597,双鸭山,尖山区,60㎡,高层（共1层）,六号线,6万,黑龙江,2室1厅,南向,1000元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201236.htm
1598,西双版纳,龙舟广场-景洪-龙舟广场-曼熙别院,74㎡,低层（共12层）,曼熙别院,48万,云南,1室2厅,南北向,6486元/㎡,2019年建,https://xishuangbanna.esf.fang.com/chushou/3_154170986.htm
1599,西双版纳,龙舟广场-景洪-龙舟广场-曼熙别院,74㎡,低层（共12层）,曼熙别院,48万,云南,1室2厅,南北向,6486元/㎡,2019年建,https://xishuangbanna.esf.fang.com/chushou/3_154170986.htm
1600,双鸭山,尖山区,60㎡,高层（共1层）,六号线,6万,黑龙江,2室1厅,南向,1000元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201237.htm
1601,双鸭山,尖山区,60㎡,高层（共1层）,六号线,6万,黑龙江,2室1厅,南向,1000元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201237.htm
1602,双鸭山,尖山区,115.77㎡,低层（共8层）,电大路中行家属楼,25万,黑龙江,2室1厅,南北向,2159元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201238.htm
1603,双鸭山,尖山区,115.77㎡,低层（共8层）,电大路中行家属楼,25万,黑龙江,2室1厅,南北向,2159元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201238.htm
1604,双鸭山,宝清县,54㎡,中层（共7层）,时代新城,19.5万,黑龙江,2室1厅,南向,3611元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201241.htm
1605,双鸭山,宝清县,54㎡,中层（共7层）,时代新城,19.5万,黑龙江,2室1厅,南向,3611元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201241.htm
1606,双鸭山,尖山区,46.16㎡,高层（共5层）,城南一品,10万,黑龙江,1室1厅,南向,2166元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201240.htm
1607,双鸭山,尖山区,46.16㎡,高层（共5层）,城南一品,10万,黑龙江,1室1厅,南向,2166元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201240.htm
1608,双鸭山,尖山区,46.16㎡,高层（共6层）,城南一品,10万,黑龙江,1室1厅,南北向,2166元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201239.htm
1609,双鸭山,尖山区,46.16㎡,高层（共6层）,城南一品,10万,黑龙江,1室1厅,南北向,2166元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201239.htm
1610,西双版纳,嘎洒旅游小镇-喜来登酒店南侧雨林源筑营销中心,68㎡,中层（共8层）,雨林源筑,59万,云南,2室2厅,南向,8676元/㎡,,https://xishuangbanna.esf.fang.com/chushou/3_154200974.htm
1611,西双版纳,嘎洒旅游小镇-喜来登酒店南侧雨林源筑营销中心,68㎡,中层（共8层）,雨林源筑,59万,云南,2室2厅,南向,8676元/㎡,,https://xishuangbanna.esf.fang.com/chushou/3_154200974.htm
1612,西双版纳,曼弄枫-庄慕路(曼弄风幼儿园斜对面),112㎡,中层（共15层）,版纳精英汇,90万,云南,1室1厅,南向,8036元/㎡,2020年建,https://xishuangbanna.esf.fang.com/chushou/3_153468789.htm
1613,西双版纳,曼弄枫-庄慕路(曼弄风幼儿园斜对面),112㎡,中层（共15层）,版纳精英汇,90万,云南,1室1厅,南向,8036元/㎡,2020年建,https://xishuangbanna.esf.fang.com/chushou/3_153468789.htm
1614,西双版纳,曼弄枫-曼弄枫,155㎡,低层（共14层）,曼城,114万,云南,4室2厅,南向,7355元/㎡,2018年建,https://xishuangbanna.esf.fang.com/chushou/3_154288151.htm
1615,西双版纳,曼弄枫-曼弄枫,155㎡,低层（共14层）,曼城,114万,云南,4室2厅,南向,7355元/㎡,2018年建,https://xishuangbanna.esf.fang.com/chushou/3_154288151.htm
1616,西双版纳,嘎栋工业园区-旅游度假区万达乐园正对面,49㎡,中层（共6层）,义乌商城,50万,云南,1室1厅,南向,10204元/㎡,,https://xishuangbanna.esf.fang.com/chushou/3_153556708.htm
1617,西双版纳,嘎栋工业园区-旅游度假区万达乐园正对面,49㎡,中层（共6层）,义乌商城,50万,云南,1室1厅,南向,10204元/㎡,,https://xishuangbanna.esf.fang.com/chushou/3_153556708.htm
1618,西双版纳,曼弄枫-庄慕路(曼弄风幼儿园斜对面),53㎡,中层（共9层）,版纳精英汇,51万,云南,1室1厅,南向,9623元/㎡,2018年建,https://xishuangbanna.esf.fang.com/chushou/3_154219745.htm
1619,西双版纳,曼弄枫-庄慕路(曼弄风幼儿园斜对面),53㎡,中层（共9层）,版纳精英汇,51万,云南,1室1厅,南向,9623元/㎡,2018年建,https://xishuangbanna.esf.fang.com/chushou/3_154219745.htm
1620,西双版纳,嘎洒旅游小镇-中国;云南;西双版纳景洪市嘎洒镇雅居乐大道西,72㎡,低层（共24层）,雅居乐·西双林语,52万,云南,2室2厅,南北向,7222元/㎡,2018年建,https://xishuangbanna.esf.fang.com/chushou/3_154135004.htm
1621,西双版纳,嘎洒旅游小镇-中国;云南;西双版纳景洪市嘎洒镇雅居乐大道西,72㎡,低层（共24层）,雅居乐·西双林语,52万,云南,2室2厅,南北向,7222元/㎡,2018年建,https://xishuangbanna.esf.fang.com/chushou/3_154135004.htm
1622,西双版纳,曼弄枫-菩提大道中段,109㎡,中层（共15层）,南山别院,99万,云南,3室2厅,南向,9083元/㎡,2019年建,https://xishuangbanna.esf.fang.com/chushou/3_154160952.htm
1623,西双版纳,曼弄枫-菩提大道中段,109㎡,中层（共15层）,南山别院,99万,云南,3室2厅,南向,9083元/㎡,2019年建,https://xishuangbanna.esf.fang.com/chushou/3_154160952.htm
1624,双鸭山,宝清县,71.55㎡,中层（共7层）,运输小区,25.5万,黑龙江,2室1厅,南北向,3564元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201242.htm
1625,双鸭山,宝清县,71.55㎡,中层（共7层）,运输小区,25.5万,黑龙江,2室1厅,南北向,3564元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201242.htm
1626,双鸭山,集贤县,83㎡,中层（共7层）,外貌老楼,13万,黑龙江,3室2厅,南北向,1566元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201244.htm
1627,双鸭山,集贤县,83㎡,中层（共7层）,外貌老楼,13万,黑龙江,3室2厅,南北向,1566元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201244.htm
1628,双鸭山,宝清县,79㎡,高层（共6层）,茗轩谢佳小区,25万,黑龙江,2室1厅,南北向,3165元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201245.htm
1629,双鸭山,宝清县,79㎡,高层（共6层）,茗轩谢佳小区,25万,黑龙江,2室1厅,南北向,3165元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201245.htm
1630,双鸭山,尖山区,46.16㎡,高层（共6层）,城南壹品,6万,黑龙江,1室1厅,南向,1300元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201243.htm
1631,双鸭山,尖山区,46.16㎡,高层（共6层）,城南壹品,6万,黑龙江,1室1厅,南向,1300元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201243.htm
1632,双鸭山,尖山区-七马路东平行路,100.8㎡,中层（共7层）,中植方洲苑,26万,黑龙江,2室1厅,南北向,2579元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201247.htm
1633,双鸭山,尖山区-七马路东平行路,100.8㎡,中层（共7层）,中植方洲苑,26万,黑龙江,2室1厅,南北向,2579元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201247.htm
1634,双鸭山,尖山区,78㎡,高层（共7层）,南市区,9万,黑龙江,2室1厅,南北向,1154元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201246.htm
1635,双鸭山,尖山区,78㎡,高层（共7层）,南市区,9万,黑龙江,2室1厅,南北向,1154元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201246.htm
1636,西双版纳,嘎洒旅游小镇-西双版纳景洪市嘎洒镇喜来登酒店南侧雨林源筑营,204㎡,,雨林源筑别墅,260万,云南,,南向,12745元/㎡,,https://xishuangbanna.esf.fang.com/chushou/10_153571783.htm
1637,西双版纳,嘎洒旅游小镇-西双版纳景洪市嘎洒镇喜来登酒店南侧雨林源筑营,204㎡,,雨林源筑别墅,260万,云南,,南向,12745元/㎡,,https://xishuangbanna.esf.fang.com/chushou/10_153571783.htm
1638,西双版纳,嘎洒旅游小镇-喜来登酒店南侧雨林源筑营销中心,113㎡,低层（共9层）,雨林源筑,80万,云南,3室2厅,南向,7080元/㎡,,https://xishuangbanna.esf.fang.com/chushou/3_154140721.htm
1639,西双版纳,嘎洒旅游小镇-喜来登酒店南侧雨林源筑营销中心,113㎡,低层（共9层）,雨林源筑,80万,云南,3室2厅,南向,7080元/㎡,,https://xishuangbanna.esf.fang.com/chushou/3_154140721.htm
1640,西双版纳,嘎洒旅游小镇-喜来登酒店南侧雨林源筑营销中心,113㎡,低层（共8层）,雨林源筑,97万,云南,3室2厅,南北向,8584元/㎡,2018年建,https://xishuangbanna.esf.fang.com/chushou/3_154219619.htm
1641,西双版纳,嘎洒旅游小镇-喜来登酒店南侧雨林源筑营销中心,113㎡,低层（共8层）,雨林源筑,97万,云南,3室2厅,南北向,8584元/㎡,2018年建,https://xishuangbanna.esf.fang.com/chushou/3_154219619.htm
1642,西双版纳,嘎洒旅游小镇-雨林源筑别墅西双版纳景洪市嘎洒镇喜来登酒店南,286㎡,,雨林源筑别墅,246万,云南,,南向,8601元/㎡,,https://xishuangbanna.esf.fang.com/chushou/10_154219918.htm
1643,西双版纳,嘎洒旅游小镇-雨林源筑别墅西双版纳景洪市嘎洒镇喜来登酒店南,286㎡,,雨林源筑别墅,246万,云南,,南向,8601元/㎡,,https://xishuangbanna.esf.fang.com/chushou/10_154219918.htm
1644,西双版纳,曼弄枫-菩提大道中段,103㎡,低层（共12层）,南山别院,90万,云南,3室2厅,南北向,8738元/㎡,2014年建,https://xishuangbanna.esf.fang.com/chushou/3_153693903.htm
1645,西双版纳,曼弄枫-菩提大道中段,103㎡,低层（共12层）,南山别院,90万,云南,3室2厅,南北向,8738元/㎡,2014年建,https://xishuangbanna.esf.fang.com/chushou/3_153693903.htm
1646,西双版纳,曼弄枫-梦云南雨林澜山项目位于景洪市曼弄枫度假区二期,341㎡,,【梦云南雨林澜山】,356万,云南,,南向,10440元/㎡,,https://xishuangbanna.esf.fang.com/chushou/10_154200774.htm
1647,西双版纳,曼弄枫-梦云南雨林澜山项目位于景洪市曼弄枫度假区二期,341㎡,,【梦云南雨林澜山】,356万,云南,,南向,10440元/㎡,,https://xishuangbanna.esf.fang.com/chushou/10_154200774.htm
1648,双鸭山,尖山区,82.68㎡,高层（共18层）,领航和园,28万,黑龙江,2室1厅,南北向,3387元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201248.htm
1649,双鸭山,尖山区,82.68㎡,高层（共18层）,领航和园,28万,黑龙江,2室1厅,南北向,3387元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201248.htm
1650,双鸭山,集贤县,109㎡,中层（共6层）,集贤县气象小区,25万,黑龙江,3室2厅,南北向,2294元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201189.htm
1651,双鸭山,集贤县,109㎡,中层（共6层）,集贤县气象小区,25万,黑龙江,3室2厅,南北向,2294元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201189.htm
1652,双鸭山,宝清县,75㎡,高层（共5层）,学府苑,15万,黑龙江,2室1厅,南北向,2000元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201249.htm
1653,双鸭山,宝清县,75㎡,高层（共5层）,学府苑,15万,黑龙江,2室1厅,南北向,2000元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201249.htm
1654,双鸭山,尖山区,77.4㎡,高层（共8层）,康乐园小区,16万,黑龙江,2室1厅,南北向,2067元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201250.htm
1655,双鸭山,尖山区,77.4㎡,高层（共8层）,康乐园小区,16万,黑龙江,2室1厅,南北向,2067元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201250.htm
1656,双鸭山,尖山区-二马路,60㎡,高层（共7层）,春晖小区,10万,黑龙江,1室1厅,南北向,1667元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201251.htm
1657,双鸭山,尖山区-二马路,60㎡,高层（共7层）,春晖小区,10万,黑龙江,1室1厅,南北向,1667元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201251.htm
1658,西双版纳,嘎洒旅游小镇-中国;云南;西双版纳景洪市嘎洒镇雅居乐大道西,68㎡,高层（共23层）,雅居乐·西双林语,50万,云南,2室2厅,南北向,7353元/㎡,2019年建,https://xishuangbanna.esf.fang.com/chushou/3_153898304.htm
1659,西双版纳,嘎洒旅游小镇-中国;云南;西双版纳景洪市嘎洒镇雅居乐大道西,68㎡,高层（共23层）,雅居乐·西双林语,50万,云南,2室2厅,南北向,7353元/㎡,2019年建,https://xishuangbanna.esf.fang.com/chushou/3_153898304.htm
1660,西双版纳,曼弄枫-庄慕路(曼弄风幼儿园斜对面),50㎡,高层（共9层）,版纳精英汇,60万,云南,1室1厅,南北向,12000元/㎡,2019年建,https://xishuangbanna.esf.fang.com/chushou/3_153869964.htm
1661,西双版纳,曼弄枫-庄慕路(曼弄风幼儿园斜对面),50㎡,高层（共9层）,版纳精英汇,60万,云南,1室1厅,南北向,12000元/㎡,2019年建,https://xishuangbanna.esf.fang.com/chushou/3_153869964.htm
1662,西双版纳,龙舟广场-景洪-龙舟广场-南溪别院,65㎡,中层（共8层）,南溪别院,36万,云南,2室2厅,南向,5538元/㎡,2019年建,https://xishuangbanna.esf.fang.com/chushou/3_154200155.htm
1663,西双版纳,龙舟广场-景洪-龙舟广场-南溪别院,65㎡,中层（共8层）,南溪别院,36万,云南,2室2厅,南向,5538元/㎡,2019年建,https://xishuangbanna.esf.fang.com/chushou/3_154200155.htm
1664,西双版纳,"曼弄枫-曼弄枫,西双版纳旅游度假区,景帕杭路6号。",99㎡,高层（共25层）,万科曼西缇,96万,云南,3室2厅,南北向,9697元/㎡,2018年建,https://xishuangbanna.esf.fang.com/chushou/3_153609942.htm
1665,西双版纳,"曼弄枫-曼弄枫,西双版纳旅游度假区,景帕杭路6号。",99㎡,高层（共25层）,万科曼西缇,96万,云南,3室2厅,南北向,9697元/㎡,2018年建,https://xishuangbanna.esf.fang.com/chushou/3_153609942.htm
1666,西双版纳,曼弄枫-曼弄枫,114㎡,中层（共15层）,曼城,85万,云南,3室2厅,南北向,7456元/㎡,2019年建,https://xishuangbanna.esf.fang.com/chushou/3_154193468.htm
1667,西双版纳,曼弄枫-曼弄枫,114㎡,中层（共15层）,曼城,85万,云南,3室2厅,南北向,7456元/㎡,2019年建,https://xishuangbanna.esf.fang.com/chushou/3_154193468.htm
1668,西双版纳,嘎洒旅游小镇-中国;云南;西双版纳景洪市嘎洒镇雅居乐大道西,68㎡,高层（共22层）,雅居乐·西双林语,65万,云南,2室2厅,南向,9559元/㎡,2018年建,https://xishuangbanna.esf.fang.com/chushou/3_153655416.htm
1669,西双版纳,嘎洒旅游小镇-中国;云南;西双版纳景洪市嘎洒镇雅居乐大道西,68㎡,高层（共22层）,雅居乐·西双林语,65万,云南,2室2厅,南向,9559元/㎡,2018年建,https://xishuangbanna.esf.fang.com/chushou/3_153655416.htm
1670,双鸭山,尖山区,45㎡,中层（共31层）,君豪新城,23万,黑龙江,1室1厅,南北向,5111元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201252.htm
1671,双鸭山,尖山区,45㎡,中层（共31层）,君豪新城,23万,黑龙江,1室1厅,南北向,5111元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201252.htm
1672,双鸭山,,108㎡,中层（共17层）,金航家园,35万,黑龙江,2室1厅,南向,3241元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201253.htm
1673,双鸭山,,108㎡,中层（共17层）,金航家园,35万,黑龙江,2室1厅,南向,3241元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201253.htm
1674,双鸭山,尖山区,60㎡,中层（共6层）,"十二号地块,宜居园",14.8万,黑龙江,2室1厅,南北向,2467元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201255.htm
1675,双鸭山,尖山区,60㎡,中层（共6层）,"十二号地块,宜居园",14.8万,黑龙江,2室1厅,南北向,2467元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201255.htm
1676,双鸭山,尖山区,60㎡,中层（共6层）,"十二号地块,宜居园",14.8万,黑龙江,2室1厅,南北向,2467元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201256.htm
1677,双鸭山,尖山区,60㎡,中层（共6层）,"十二号地块,宜居园",14.8万,黑龙江,2室1厅,南北向,2467元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201256.htm
1678,双鸭山,尖山区,60㎡,中层（共6层）,"十二号地块,宜居园",14.5万,黑龙江,2室1厅,南北向,2417元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201257.htm
1679,双鸭山,尖山区,60㎡,中层（共6层）,"十二号地块,宜居园",14.5万,黑龙江,2室1厅,南北向,2417元/㎡,,https://shuangyashan.esf.fang.com/chushou/16_201257.htm
